Date,Reading,Night,A-HR,Max-HR,Min-HR,Steps
2021-08-04 17:53:30,99,40,,,,
2021-08-04 18:00:00,,,,,,11
2021-08-04 18:04:30,98,40,,,,
2021-08-04 18:15:00,,,,,,11
2021-08-04 18:19:30,96,40,,,,
2021-08-04 18:30:00,,,,,,11
2021-08-04 18:34:30,93,40,,,,
2021-08-04 18:43:30,91,40,,,,
2021-08-04 18:44:30,92,40,,,,
2021-08-04 18:45:00,,,70,70,70,11
2021-08-04 18:45:30,92,40,,,,
2021-08-04 18:46:30,91,40,,,,
2021-08-04 18:47:30,91,40,,,,
2021-08-04 18:48:30,91,40,,,,
2021-08-04 18:49:30,91,40,,,,
2021-08-04 18:50:30,91,40,,,,
2021-08-04 18:51:30,91,40,,,,
2021-08-04 18:52:30,91,40,,,,
2021-08-04 18:53:30,91,40,,,,
2021-08-04 18:54:30,91,40,,,,
2021-08-04 18:55:30,91,40,,,,
2021-08-04 18:56:30,92,40,,,,
2021-08-04 18:57:30,92,40,,,,
2021-08-04 18:58:30,92,40,,,,
2021-08-04 19:00:00,,,66.75,86,60,11
2021-08-04 19:05:30,92,40,,,,
2021-08-04 19:15:00,,,81.96428571,94,65,11
2021-08-04 19:20:30,91,40,,,,
2021-08-04 19:30:00,,,,,,11
2021-08-04 19:32:30,91,40,,,,
2021-08-04 19:33:30,90,40,,,,
2021-08-04 19:34:30,90,40,,,,
2021-08-04 19:35:30,90,40,,,,
2021-08-04 19:36:30,91,40,,,,
2021-08-04 19:37:30,90,40,,,,
2021-08-04 19:38:30,89,40,,,,
2021-08-04 19:39:30,90,40,,,,
2021-08-04 19:40:30,90,40,,,,
2021-08-04 19:41:30,89,40,,,,
2021-08-04 19:42:30,89,40,,,,
2021-08-04 19:43:30,90,40,,,,
2021-08-04 19:44:30,90,40,,,,
2021-08-04 19:45:00,,,,,,11
2021-08-04 19:45:30,90,40,,,,
2021-08-04 19:46:30,90,40,,,,
2021-08-04 19:47:30,90,40,,,,
2021-08-04 19:49:30,90,40,,,,
2021-08-04 20:00:00,,,,,,11
2021-08-04 20:04:30,92,40,,,,
2021-08-04 20:15:00,,,70,70,70,11
2021-08-04 20:19:30,98,40,,,,
2021-08-04 20:30:00,,,,,,11
2021-08-04 20:34:30,104,40,,,,
2021-08-04 20:35:30,106,40,,,,
2021-08-04 20:36:30,106,40,,,,
2021-08-04 20:37:30,106,40,,,,
2021-08-04 20:38:30,106,40,,,,
2021-08-04 20:39:30,106,40,,,,
2021-08-04 20:40:30,105,40,,,,
2021-08-04 20:41:30,105,40,,,,
2021-08-04 20:42:30,105,40,,,,
2021-08-04 20:43:30,106,40,,,,
2021-08-04 20:44:30,106,40,,,,
2021-08-04 20:45:00,,,69,69,69,11
2021-08-04 20:45:30,106,40,,,,
2021-08-04 20:46:30,106,40,,,,
2021-08-04 20:47:30,106,40,,,,
2021-08-04 20:48:30,105,40,,,,
2021-08-04 20:49:30,106,40,,,,
2021-08-04 20:50:30,104,40,,,,
2021-08-04 20:51:30,104,40,,,,
2021-08-04 20:52:30,106,40,,,,
2021-08-04 20:53:30,105,40,,,,
2021-08-04 20:54:30,105,40,,,,
2021-08-04 20:55:30,105,40,,,,
2021-08-04 21:00:00,,,,,,11
2021-08-04 21:04:30,104,40,,,,
2021-08-04 21:07:30,104,40,,,,
2021-08-04 21:08:30,104,40,,,,
2021-08-04 21:09:30,104,40,,,,
2021-08-04 21:10:30,104,40,,,,
2021-08-04 21:11:30,104,40,,,,
2021-08-04 21:12:30,103,40,,,,
2021-08-04 21:13:30,104,40,,,,
2021-08-04 21:14:30,104,40,,,,
2021-08-04 21:15:00,,,73,73,73,11
2021-08-04 21:15:30,103,40,,,,
2021-08-04 21:16:30,103,40,,,,
2021-08-04 21:17:30,104,40,,,,
2021-08-04 21:18:30,104,40,,,,
2021-08-04 21:19:30,103,40,,,,
2021-08-04 21:20:30,103,40,,,,
2021-08-04 21:21:30,102,40,,,,
2021-08-04 21:22:30,102,40,,,,
2021-08-04 21:30:00,,,,,,11
2021-08-04 21:34:30,102,40,,,,
2021-08-04 21:45:00,,,59,59,59,11
2021-08-04 21:49:30,101,40,,,,
2021-08-04 22:00:00,,,77,78,76,11
2021-08-04 22:04:30,102,40,,,,
2021-08-04 22:08:30,101,40,,,,
2021-08-04 22:09:30,101,40,,,,
2021-08-04 22:10:30,101,40,,,,
2021-08-04 22:11:30,101,40,,,,
2021-08-04 22:12:30,102,40,,,,
2021-08-04 22:13:30,102,40,,,,
2021-08-04 22:14:30,101,40,,,,
2021-08-04 22:15:00,,,61,61,61,11
2021-08-04 22:15:30,102,40,,,,
2021-08-04 22:16:30,101,40,,,,
2021-08-04 22:17:30,101,40,,,,
2021-08-04 22:18:30,101,40,,,,
2021-08-04 22:19:30,99,40,,,,
2021-08-04 22:20:30,99,40,,,,
2021-08-04 22:21:30,98,40,,,,
2021-08-04 22:22:30,99,40,,,,
2021-08-04 22:23:30,99,40,,,,
2021-08-04 22:30:00,,,,,,11
2021-08-04 22:34:30,96,40,,,,
2021-08-04 22:35:30,97,40,,,,
2021-08-04 22:36:30,97,40,,,,
2021-08-04 22:37:30,97,40,,,,
2021-08-04 22:38:30,97,40,,,,
2021-08-04 22:39:30,98,40,,,,
2021-08-04 22:40:30,97,40,,,,
2021-08-04 22:41:30,96,40,,,,
2021-08-04 22:42:30,95,40,,,,
2021-08-04 22:43:30,96,40,,,,
2021-08-04 22:44:30,96,40,,,,
2021-08-04 22:45:00,,,70,78,62,11
2021-08-04 22:45:30,97,40,,,,
2021-08-04 22:46:30,97,40,,,,
2021-08-04 22:47:30,96,40,,,,
2021-08-04 22:48:30,96,40,,,,
2021-08-04 22:49:30,96,40,,,,
2021-08-04 22:50:30,95,40,,,,
2021-08-04 23:00:00,,,,,,11
2021-08-04 23:05:30,91,40,,,,
2021-08-04 23:15:00,,,64,64,64,11
2021-08-04 23:20:30,85,40,,,,
2021-08-04 23:30:00,,,,,,11
2021-08-04 23:35:30,78,40,,,,
2021-08-04 23:45:00,,,57,57,57,11
2021-08-04 23:50:30,72,40,,,,
2021-08-05 00:00:00,,,63.5,81,58,14
2021-08-05 00:05:30,71,50,,,,
2021-08-05 00:15:00,,,,,,1
2021-08-05 00:20:30,76,50,,,,
2021-08-05 00:30:00,,,,,,1
2021-08-05 00:35:30,81,50,,,,
2021-08-05 00:45:00,,,,,,1
2021-08-05 00:50:30,79,50,,,,
2021-08-05 01:00:00,,,,,,1
2021-08-05 01:05:30,75,50,,,,
2021-08-05 01:15:00,,,,,,1
2021-08-05 01:20:30,70,50,,,,
2021-08-05 01:30:00,,,,,,1
2021-08-05 01:35:30,70,50,,,,
2021-08-05 01:45:00,,,,,,1
2021-08-05 01:50:30,75,50,,,,
2021-08-05 02:00:00,,,,,,1
2021-08-05 02:05:30,78,50,,,,
2021-08-05 02:15:00,,,,,,1
2021-08-05 02:20:30,84,50,,,,
2021-08-05 02:30:00,,,,,,1
2021-08-05 02:35:30,91,50,,,,
2021-08-05 02:45:00,,,,,,1
2021-08-05 02:50:30,89,50,,,,
2021-08-05 03:00:00,,,,,,1
2021-08-05 03:05:30,81,50,,,,
2021-08-05 03:15:00,,,,,,1
2021-08-05 03:20:30,81,50,,,,
2021-08-05 03:30:00,,,,,,1
2021-08-05 03:35:30,84,50,,,,
2021-08-05 03:45:00,,,,,,1
2021-08-05 03:50:30,88,50,,,,
2021-08-05 04:00:00,,,,,,1
2021-08-05 04:05:30,99,50,,,,
2021-08-05 04:15:00,,,,,,1
2021-08-05 04:20:30,96,50,,,,
2021-08-05 04:30:00,,,,,,1
2021-08-05 04:35:30,86,50,,,,
2021-08-05 04:45:00,,,,,,1
2021-08-05 04:50:30,81,50,,,,
2021-08-05 05:00:00,,,,,,1
2021-08-05 05:05:30,76,50,,,,
2021-08-05 05:15:00,,,,,,1
2021-08-05 05:20:30,76,50,,,,
2021-08-05 05:30:00,,,,,,1
2021-08-05 05:35:30,90,50,,,,
2021-08-05 05:45:00,,,,,,1
2021-08-05 05:50:30,92,50,,,,
2021-08-05 06:00:00,,,,,,1
2021-08-05 06:05:30,93,50,,,,
2021-08-05 06:15:00,,,,,,1
2021-08-05 06:20:30,90,50,,,,
2021-08-05 06:30:00,,,,,,1
2021-08-05 06:31:30,97,50,,,,
2021-08-05 06:32:30,98,50,,,,
2021-08-05 06:33:30,97,50,,,,
2021-08-05 06:34:30,97,50,,,,
2021-08-05 06:35:30,97,50,,,,
2021-08-05 06:36:30,98,50,,,,
2021-08-05 06:37:30,98,50,,,,
2021-08-05 06:38:30,96,50,,,,
2021-08-05 06:39:30,95,50,,,,
2021-08-05 06:40:30,95,50,,,,
2021-08-05 06:41:30,93,50,,,,
2021-08-05 06:42:30,93,50,,,,
2021-08-05 06:43:30,92,50,,,,
2021-08-05 06:44:30,93,50,,,,
2021-08-05 06:45:00,,,57,57,57,1
2021-08-05 06:45:30,92,50,,,,
2021-08-05 06:46:30,92,50,,,,
2021-08-05 06:50:30,91,50,,,,
2021-08-05 07:00:00,,,,,,1
2021-08-05 07:05:30,92,40,,,,
2021-08-05 07:15:00,,,73,73,73,1
2021-08-05 07:18:30,91,40,,,,
2021-08-05 07:19:30,91,40,,,,
2021-08-05 07:20:30,91,40,,,,
2021-08-05 07:21:30,91,40,,,,
2021-08-05 07:22:30,91,40,,,,
2021-08-05 07:23:30,92,40,,,,
2021-08-05 07:24:30,92,40,,,,
2021-08-05 07:25:30,92,40,,,,
2021-08-05 07:26:30,92,40,,,,
2021-08-05 07:27:30,93,40,,,,
2021-08-05 07:28:30,93,40,,,,
2021-08-05 07:29:30,93,40,,,,
2021-08-05 07:30:00,,,69.41666667,83,62,2
2021-08-05 07:30:30,94,40,,,,
2021-08-05 07:31:30,94,40,,,,
2021-08-05 07:32:30,93,40,,,,
2021-08-05 07:33:30,93,40,,,,
2021-08-05 07:35:30,94,40,,,,
2021-08-05 07:45:00,,,66.33333333,82,59,1
2021-08-05 07:50:30,93,40,,,,
2021-08-05 08:00:00,,,80.25,97,58,0
2021-08-05 08:05:30,86,40,,,,
2021-08-05 08:15:00,,,124.5,128,121,
2021-08-05 08:20:30,84,40,,,,
2021-08-05 08:30:00,,,134.75,146,112,
2021-08-05 08:35:30,78,40,,,,
2021-08-05 08:41:30,77,40,,,,
2021-08-05 08:42:30,77,40,,,,
2021-08-05 08:43:30,77,40,,,,
2021-08-05 08:44:30,78,40,,,,
2021-08-05 08:45:00,,,106.6,111,95,
2021-08-05 08:45:30,78,40,,,,
2021-08-05 08:46:30,78,40,,,,
2021-08-05 08:47:30,77,40,,,,
2021-08-05 08:48:30,76,40,,,,
2021-08-05 08:49:30,76,40,,,,
2021-08-05 08:50:30,75,40,,,,
2021-08-05 08:51:30,75,40,,,,
2021-08-05 08:52:30,75,40,,,,
2021-08-05 08:53:30,75,40,,,,
2021-08-05 08:54:30,75,40,,,,
2021-08-05 08:55:30,75,40,,,,
2021-08-05 08:56:30,76,40,,,,
2021-08-05 09:00:00,,,,,,
2021-08-05 09:05:30,75,40,,,,
2021-08-05 09:15:00,,,,,,
2021-08-05 09:20:30,78,40,,,,
2021-08-05 09:30:00,,,,,,
2021-08-05 09:35:30,78,40,,,,
2021-08-05 09:45:00,,,,,,
2021-08-05 09:50:30,82,40,,,,
2021-08-05 10:00:00,,,,,,
2021-08-05 10:05:30,82,40,,,,
2021-08-05 10:15:00,,,67,67,67,
2021-08-05 10:20:30,89,40,,,,
2021-08-05 10:30:00,,,,,,
2021-08-05 10:35:30,97,40,,,,
2021-08-05 10:45:00,,,60,60,60,
2021-08-05 10:50:30,103,40,,,,
2021-08-05 11:00:00,,,,,,
2021-08-05 11:05:30,105,40,,,,
2021-08-05 11:15:00,,,,,,
2021-08-05 11:20:30,103,40,,,,
2021-08-05 11:30:00,,,,,,
2021-08-05 11:35:30,98,40,,,,
2021-08-05 11:45:00,,,,,,
2021-08-05 11:50:30,96,40,,,,
2021-08-05 12:00:00,,,,,,
2021-08-05 12:05:30,97,40,,,,
2021-08-05 12:07:30,96,40,,,,
2021-08-05 12:08:30,96,40,,,,
2021-08-05 12:09:30,96,40,,,,
2021-08-05 12:10:30,95,40,,,,
2021-08-05 12:11:30,95,40,,,,
2021-08-05 12:12:30,95,40,,,,
2021-08-05 12:13:30,95,40,,,,
2021-08-05 12:14:30,96,40,,,,
2021-08-05 12:15:00,,,,,,128
2021-08-05 12:15:30,95,40,,,,
2021-08-05 12:16:30,95,40,,,,
2021-08-05 12:17:30,94,40,,,,
2021-08-05 12:18:30,93,40,,,,
2021-08-05 12:19:30,94,40,,,,
2021-08-05 12:20:30,94,40,,,,
2021-08-05 12:21:30,95,40,,,,
2021-08-05 12:22:30,94,40,,,,
2021-08-05 12:30:00,,,,,,160
2021-08-05 12:35:30,95,40,,,,
2021-08-05 12:45:00,,,,,,
2021-08-05 12:50:30,96,40,,,,
2021-08-05 13:00:00,,,,,,
2021-08-05 13:05:30,96,40,,,,
2021-08-05 13:15:00,,,70,70,70,64
2021-08-05 13:20:30,95,40,,,,
2021-08-05 13:30:00,,,101,101,101,321
2021-08-05 13:35:30,94,40,,,,
2021-08-05 13:38:30,94,40,,,,
2021-08-05 13:39:30,93,40,,,,
2021-08-05 13:40:30,93,40,,,,
2021-08-05 13:41:30,94,40,,,,
2021-08-05 13:42:30,94,40,,,,
2021-08-05 13:43:30,94,40,,,,
2021-08-05 13:44:30,94,40,,,,
2021-08-05 13:45:00,,,94,96,92,549
2021-08-05 13:45:30,93,40,,,,
2021-08-05 13:46:30,94,40,,,,
2021-08-05 13:47:30,93,40,,,,
2021-08-05 13:48:30,93,40,,,,
2021-08-05 13:49:30,95,40,,,,
2021-08-05 13:50:30,95,40,,,,
2021-08-05 13:51:30,95,40,,,,
2021-08-05 13:52:30,96,40,,,,
2021-08-05 13:53:30,96,40,,,,
2021-08-05 14:00:00,,,,,,
2021-08-05 14:05:30,94,40,,,,
2021-08-05 14:15:00,,,,,,
2021-08-05 14:20:30,98,40,,,,
2021-08-05 14:30:00,,,85,85,85,
2021-08-05 14:35:30,94,40,,,,
2021-08-05 14:45:00,,,,,,
2021-08-05 14:50:30,92,40,,,,
2021-08-05 15:00:00,,,,,,
2021-08-05 15:05:30,93,40,,,,
2021-08-05 15:15:00,,,66,66,66,62
2021-08-05 15:20:30,92,40,,,,
2021-08-05 15:30:00,,,,,,
2021-08-05 15:35:30,84,40,,,,
2021-08-05 15:45:00,,,,,,14
2021-08-05 15:48:30,83,40,,,,
2021-08-05 15:49:30,83,40,,,,
2021-08-05 15:50:30,84,40,,,,
2021-08-05 15:51:30,83,40,,,,
2021-08-05 15:52:30,83,40,,,,
2021-08-05 15:53:30,83,40,,,,
2021-08-05 15:54:30,83,40,,,,
2021-08-05 15:55:30,84,40,,,,
2021-08-05 15:56:30,85,40,,,,
2021-08-05 15:57:30,85,40,,,,
2021-08-05 15:58:30,86,40,,,,
2021-08-05 15:59:30,87,40,,,,
2021-08-05 16:00:00,,,,,,
2021-08-05 16:00:30,87,40,,,,
2021-08-05 16:01:30,88,40,,,,
2021-08-05 16:02:30,89,40,,,,
2021-08-05 16:03:30,90,40,,,,
2021-08-05 16:05:30,92,40,,,,
2021-08-05 16:15:00,,,68,68,68,81
2021-08-05 16:20:30,104,40,,,,
2021-08-05 16:30:00,,,,,,
2021-08-05 16:35:30,108,40,,,,
2021-08-05 16:45:00,,,85,85,85,74
2021-08-05 16:50:30,114,40,,,,
2021-08-05 17:00:00,,,105,105,105,91
2021-08-05 17:05:30,115,40,,,,
2021-08-05 17:15:00,,,90,90,90,167
2021-08-05 17:20:30,114,40,,,,
2021-08-05 17:30:00,,,,,,47
2021-08-05 17:35:30,114,40,,,,
2021-08-05 17:45:00,,,90,90,90,48
2021-08-05 17:50:30,112,40,,,,
2021-08-05 18:00:00,,,,,,47
2021-08-05 18:05:30,116,40,,,,
2021-08-05 18:15:00,,,67,67,67,47
2021-08-05 18:20:30,116,40,,,,
2021-08-05 18:30:00,,,82.83333333,94,75,172
2021-08-05 18:32:30,113,40,,,,
2021-08-05 18:33:30,112,40,,,,
2021-08-05 18:34:30,112,40,,,,
2021-08-05 18:35:30,109,40,,,,
2021-08-05 18:36:30,109,40,,,,
2021-08-05 18:37:30,109,40,,,,
2021-08-05 18:38:30,107,40,,,,
2021-08-05 18:39:30,108,40,,,,
2021-08-05 18:40:30,106,40,,,,
2021-08-05 18:41:30,106,40,,,,
2021-08-05 18:42:30,105,40,,,,
2021-08-05 18:43:30,104,40,,,,
2021-08-05 18:44:30,102,40,,,,
2021-08-05 18:45:00,,,90,113,67,69
2021-08-05 18:45:30,101,40,,,,
2021-08-05 18:46:30,100,40,,,,
2021-08-05 18:47:30,99,40,,,,
2021-08-05 18:50:30,96,40,,,,
2021-08-05 19:00:00,,,81,81,81,19
2021-08-05 19:03:30,90,40,,,,
2021-08-05 19:04:30,91,40,,,,
2021-08-05 19:05:30,90,40,,,,
2021-08-05 19:06:30,90,40,,,,
2021-08-05 19:07:30,90,40,,,,
2021-08-05 19:08:30,90,40,,,,
2021-08-05 19:09:30,90,40,,,,
2021-08-05 19:10:30,90,40,,,,
2021-08-05 19:11:30,89,40,,,,
2021-08-05 19:12:30,88,40,,,,
2021-08-05 19:13:30,89,40,,,,
2021-08-05 19:14:30,89,40,,,,
2021-08-05 19:15:00,,,70,70,70,19
2021-08-05 19:15:30,88,40,,,,
2021-08-05 19:16:30,89,40,,,,
2021-08-05 19:17:30,89,40,,,,
2021-08-05 19:18:30,91,40,,,,
2021-08-05 19:20:30,93,40,,,,
2021-08-05 19:30:00,,,90.5,91,90,465
2021-08-05 19:35:30,100,40,,,,
2021-08-05 19:45:00,,,94.125,104,89,422
2021-08-05 19:50:30,93,40,,,,
2021-08-05 20:00:00,,,,,,51
2021-08-05 20:05:30,93,40,,,,
2021-08-05 20:15:00,,,77,77,77,51
2021-08-05 20:20:30,89,40,,,,
2021-08-05 20:25:30,90,40,,,,
2021-08-05 20:26:30,89,40,,,,
2021-08-05 20:27:30,88,40,,,,
2021-08-05 20:28:30,87,40,,,,
2021-08-05 20:29:30,86,40,,,,
2021-08-05 20:30:00,,,,,,51
2021-08-05 20:30:30,85,40,,,,
2021-08-05 20:31:30,85,40,,,,
2021-08-05 20:32:30,85,40,,,,
2021-08-05 20:33:30,84,40,,,,
2021-08-05 20:34:30,84,40,,,,
2021-08-05 20:35:30,84,40,,,,
2021-08-05 20:36:30,84,40,,,,
2021-08-05 20:37:30,83,40,,,,
2021-08-05 20:38:30,83,40,,,,
2021-08-05 20:39:30,83,40,,,,
2021-08-05 20:40:30,82,40,,,,
2021-08-05 20:45:00,,,95.65384615,109,85,879
2021-08-05 20:50:30,78,40,,,,
2021-08-05 21:00:00,,,68.85714286,94,65,15
2021-08-05 21:05:30,81,40,,,,
2021-08-05 21:15:00,,,66.85714286,73,64,15
2021-08-05 21:20:30,84,40,,,,
2021-08-05 21:30:00,,,67.96428571,73,65,15
2021-08-05 21:35:30,84,40,,,,
2021-08-05 21:45:00,,,66.71428571,71,62,15
2021-08-05 21:50:30,77,40,,,,
2021-08-05 22:00:00,,,64.85714286,72,61,15
2021-08-05 22:05:30,79,40,,,,
2021-08-05 22:15:00,,,63.28571429,69,59,15
2021-08-05 22:20:30,84,40,,,,
2021-08-05 22:30:00,,,59.75,62,57,15
2021-08-05 22:35:30,89,40,,,,
2021-08-05 22:45:00,,,58.67857143,61,57,15
2021-08-05 22:50:30,93,40,,,,
2021-08-05 23:00:00,,,61.53571429,66,60,15
2021-08-05 23:05:30,96,40,,,,
2021-08-05 23:15:00,,,61.21428571,74,60,15
2021-08-05 23:20:30,98,40,,,,
2021-08-05 23:27:30,98,40,,,,
2021-08-05 23:28:30,98,40,,,,
2021-08-05 23:29:30,97,40,,,,
2021-08-05 23:30:00,,,65.82142857,81,61,15
2021-08-05 23:30:30,97,40,,,,
2021-08-05 23:31:30,97,40,,,,
2021-08-05 23:32:30,97,40,,,,
2021-08-05 23:33:30,97,40,,,,
2021-08-05 23:34:30,98,40,,,,
2021-08-05 23:35:30,97,40,,,,
2021-08-05 23:36:30,96,40,,,,
2021-08-05 23:37:30,97,40,,,,
2021-08-05 23:38:30,96,40,,,,
2021-08-05 23:39:30,96,40,,,,
2021-08-05 23:40:30,96,40,,,,
2021-08-05 23:41:30,96,40,,,,
2021-08-05 23:42:30,96,40,,,,
2021-08-05 23:45:00,,,69.32142857,79,61,15
2021-08-05 23:50:30,97,40,,,,
2021-08-06 00:00:00,,,,,,13
2021-08-06 00:05:30,95,50,,,,
2021-08-06 00:15:00,,,,,,4
2021-08-06 00:20:30,89,50,,,,
2021-08-06 00:30:00,,,59.5,60,59,4
2021-08-06 00:35:30,81,50,,,,
2021-08-06 00:45:00,,,,,,4
2021-08-06 00:50:30,81,50,,,,
2021-08-06 01:00:00,,,,,,4
2021-08-06 01:05:30,89,50,,,,
2021-08-06 01:15:00,,,63.5,64,63,4
2021-08-06 01:20:30,85,50,,,,
2021-08-06 01:30:00,,,66,66,66,4
2021-08-06 01:35:30,84,50,,,,
2021-08-06 01:45:00,,,63,63,63,4
2021-08-06 01:50:30,80,50,,,,
2021-08-06 02:00:00,,,62,62,62,4
2021-08-06 02:05:30,75,50,,,,
2021-08-06 02:15:00,,,62.5,63,62,4
2021-08-06 02:20:30,78,50,,,,
2021-08-06 02:30:00,,,61,61,61,4
2021-08-06 02:35:30,92,50,,,,
2021-08-06 02:45:00,,,,,,4
2021-08-06 02:50:30,108,50,,,,
2021-08-06 03:00:00,,,64,64,64,4
2021-08-06 03:05:30,120,50,,,,
2021-08-06 03:15:00,,,,,,4
2021-08-06 03:20:30,128,50,,,,
2021-08-06 03:30:00,,,,,,4
2021-08-06 03:35:30,141,50,,,,
2021-08-06 03:45:00,,,,,,4
2021-08-06 03:50:30,135,50,,,,
2021-08-06 04:00:00,,,,,,4
2021-08-06 04:05:30,129,50,,,,
2021-08-06 04:15:00,,,,,,4
2021-08-06 04:20:30,134,50,,,,
2021-08-06 04:30:00,,,,,,4
2021-08-06 04:35:30,153,50,,,,
2021-08-06 04:45:00,,,,,,4
